humanGene	macaqueGene	marmosetGene	mouseGene	humanOrthNum	macaqueOrthNum	marmosetOrthNum	 mouseOrthNum
SNORD86	SNORD86	SNORD86	Gm23187	1	1	1	1
SNORD87	SNORD87	SNORD87	Snord87	1	1	1	1
SNORD89	SNORD89	SNORD89	Snord89	1	1	1	1
SNORD90	SNORD90	SNORD90	Snord90	1	1	1	1
SNORD94	SNORD94	SNORD94	Gm22486	1	1	1	1
SNORD96A	SNORD96	SNORD96	Snord96a	1	1	1	1
SNORD97	SNORD97	SNORD97	Gm23262	1	1	1	1
SNORD99	SNORD99	SNORD99	Snord99	1	1	1	1
snoU2-19	snoU2-19	snoU2-19	Gm24339	1	1	1	1
snoU2-30	snoU2-30	snoU2-30	Scarna9	1	1	1	1
SNRK	SNRK	SNRK	Snrk	1	1	1	1
SNRNP25	SNRNP25	SNRNP25	Snrnp25	1	1	1	1
SNRNP27	SNRNP27	SNRNP27	Snrnp27	1	1	1	1
SNRNP35	SNRNP35	SNRNP35	Snrnp35	1	1	1	1
SNRNP48	SNRNP48	SNRNP48	Snrnp48	1	1	1	1
SNRNP70	SNRNP70	SNRNP70	Snrnp70	1	1	1	1
SNRPA1	SNRPA1	SNRPA1	Snrpa1	1	1	1	1
SNRPB	SNRPB	ENSCJAG00000023097	Snrpb	1	1	1	1
SNRPD1	SNRPD1	SNRPD1	Snrpd1	1	1	1	1
SNRPD3	SNRPD3	SNRPD3	Snrpd3	1	1	1	1
SNRPN	SNRPN	ENSCJAG00000007029	Snrpn	1	1	1	1
SNTA1	SNTA1	SNTA1	Snta1	1	1	1	1
SNTB1	SNTB1	SNTB1	Sntb1	1	1	1	1
SNTB2	SNTB2	SNTB2	Sntb2	1	1	1	1
SNTG1	SNTG1	SNTG1	Sntg1	1	1	1	1
SNTG2	SNTG2	SNTG2	Sntg2	1	1	1	1
SNU13	SNU13	SNU13	Snu13	1	1	1	1
SNUPN	SNUPN	SNUPN	Snupn	1	1	1	1
SNX1	SNX1	SNX1	Snx1	1	1	1	1
SNX10	SNX10	SNX10	Snx10	1	1	1	1
SNX11	SNX11	SNX11	Snx11	1	1	1	1
SNX12	SNX12	SNX12	Snx12	1	1	1	1
SNX13	SNX13	SNX13	Snx13	1	1	1	1
SNX14	SNX14	SNX14	Snx14	1	1	1	1
SNX15	SNX15	SNX15	Snx15	1	1	1	1
SNX16	SNX16	SNX16	Snx16	1	1	1	1
SNX17	SNX17	SNX17	Snx17	1	1	1	1
SNX18	SNX18	SNX18	Snx18	1	1	1	1
SNX19	SNX19	SNX19	Snx19	1	1	1	1
SNX2	SNX2	SNX2	Snx2	1	1	1	1
SNX20	SNX20	SNX20	Snx20	1	1	1	1
SNX21	SNX21	SNX21	Snx21	1	1	1	1
SNX22	SNX22	SNX22	Snx22	1	1	1	1
SNX24	SNX24	SNX24	Snx24	1	1	1	1
SNX25	SNX25	SNX25	Snx25	1	1	1	1
SNX27	SNX27	SNX27	Snx27	1	1	1	1
SNX3	SNX3	SNX3	Snx3	1	1	1	1
SNX30	SNX30	SNX30	Snx30	1	1	1	1
SNX31	SNX31	SNX31	Snx31	1	1	1	1
SNX32	SNX32	SNX32	Snx32	1	1	1	1
SNX33	SNX33	SNX33	Snx33	1	1	1	1
SNX4	SNX4	SNX4	Snx4	1	1	1	1
SNX5	SNX5	SNX5	Snx5	1	1	1	1
SNX6	SNX6	SNX6	Snx6	1	1	1	1
SNX9	SNX9	SNX9	Snx9	1	1	1	1
SOAT1	SOAT1	SOAT1	Soat1	1	1	1	1
SOAT2	SOAT2	SOAT2	Soat2	1	1	1	1
SOBP	SOBP	SOBP	Sobp	1	1	1	1
SOCS1	SOCS1	SOCS1	Socs1	1	1	1	1
SOCS2	SOCS2	SOCS2	Socs2	1	1	1	1
SOCS3	SOCS3	SOCS3	Socs3	1	1	1	1
SOCS4	SOCS4	SOCS4	Socs4	1	1	1	1
SOCS5	SOCS5	SOCS5	Socs5	1	1	1	1
SOCS7	SOCS7	SOCS7	Socs7	1	1	1	1
SOD1	SOD1	SOD1	Sod1	1	1	1	1
SOD2	SOD2	SOD2	Sod2	1	1	1	1
SOD3	SOD3	SOD3	Sod3	1	1	1	1
SOGA1	SOGA1	SOGA1	Soga1	1	1	1	1
SOHLH1	SOHLH1	SOHLH1	Sohlh1	1	1	1	1
SON	SON	SON	Son	1	1	1	1
SORBS1	SORBS1	SORBS1	Sorbs1	1	1	1	1
SORBS2	SORBS2	SORBS2	Sorbs2	1	1	1	1
SORBS3	SORBS3	SORBS3	Sorbs3	1	1	1	1
SORCS1	SORCS1	SORCS1	Sorcs1	1	1	1	1
SORCS2	SORCS2	ENSCJAG00000001022	Sorcs2	1	1	1	1
SORCS3	SORCS3	SORCS3	Sorcs3	1	1	1	1
SORD	SORD	SORD	Sord	1	1	1	1
SORL1	SORL1	SORL1	Sorl1	1	1	1	1
SORT1	SORT1	SORT1	Sort1	1	1	1	1
SOS1	SOS1	SOS1	Sos1	1	1	1	1
SOS2	SOS2	SOS2	Sos2	1	1	1	1
SOSTDC1	SOSTDC1	SOSTDC1	Sostdc1	1	1	1	1
SOWAHA	SOWAHA	SOWAHA	Sowaha	1	1	1	1
SOX1	SOX1	SOX1	Sox1	1	1	1	1
SOX10	SOX10	SOX10	Sox10	1	1	1	1
SOX11	SOX11	SOX11	Sox11	1	1	1	1
SOX13	SOX13	SOX13	Sox13	1	1	1	1
SOX15	SOX15	SOX15	Sox15	1	1	1	1
SOX17	SOX17	SOX17	Sox17	1	1	1	1
SOX18	SOX18	SOX18	Sox18	1	1	1	1
SOX2	SOX2	SOX2	Sox2	1	1	1	1
SOX21	SOX21	SOX21	Sox21	1	1	1	1
SOX3	SOX3	ENSCJAG00000022387	Sox3	1	1	1	1
SOX30	SOX30	SOX30	Sox30	1	1	1	1
SOX4	SOX4	SOX4	Sox4	1	1	1	1
SOX6	SOX6	SOX6	Sox6	1	1	1	1
SOX7	SOX7	ENSCJAG00000004168	Sox7	1	1	1	1
SOX8	ENSMFAG00000038228	SOX8	Sox8	1	1	1	1
SOX9	SOX9	SOX9	Sox9	1	1	1	1
SP1	SP1	SP1	Sp1	1	1	1	1
SP2	SP2	SP2	Sp2	1	1	1	1
SP3	SP3	SP3	Sp3	1	1	1	1
SP4	SP4	SP4	Sp4	1	1	1	1
SP5	SP5	SP5	Sp5	1	1	1	1
SP6	SP6	SP6	Sp6	1	1	1	1
SP7	SP7	SP7	Sp7	1	1	1	1
SP8	SP8	SP8	Sp8	1	1	1	1
SPA17	SPA17	SPA17	Spa17	1	1	1	1
SPACA1	SPACA1	SPACA1	Spaca1	1	1	1	1
SPACA3	SPACA3	SPACA3	Spaca3	1	1	1	1
SPACA6	SPACA6	ENSCJAG00000002103	Spaca6	1	1	1	1
SPACA7	SPACA7	SPACA7	Spaca7	1	1	1	1
SPACA9	SPACA9	SPACA9	Spaca9	1	1	1	1
SPAG1	SPAG1	SPAG1	Spag1	1	1	1	1
SPAG16	SPAG16	ENSCJAG00000011448	Spag16	1	1	1	1
SPAG17	SPAG17	SPAG17	Spag17	1	1	1	1
SPAG4	SPAG4	SPAG4	Spag4	1	1	1	1
SPAG5	SPAG5	SPAG5	Spag5	1	1	1	1
SPAG7	SPAG7	SPAG7	Spag7	1	1	1	1
SPAG8	SPAG8	SPAG8	Spag8	1	1	1	1
SPAG9	SPAG9	SPAG9	Spag9	1	1	1	1
SPARC	SPARC	SPARC	Sparc	1	1	1	1
SPARCL1	SPARCL1	SPARCL1	Sparcl1	1	1	1	1
SPART	SPART	SPART	Spg20	1	1	1	1
SPAST	SPAST	SPAST	Spast	1	1	1	1
SPATA1	SPATA1	SPATA1	Spata1	1	1	1	1
SPATA16	SPATA16	SPATA16	Spata16	1	1	1	1
SPATA17	SPATA17	ENSCJAG00000012909	Spata17	1	1	1	1
SPATA18	SPATA18	SPATA18	Spata18	1	1	1	1
SPATA19	SPATA19	SPATA19	Spata19	1	1	1	1
SPATA2	SPATA2	SPATA2	Spata2	1	1	1	1
SPATA20	SPATA20	SPATA20	Spata20	1	1	1	1
SPATA21	SPATA21	SPATA21	Spata21	1	1	1	1
SPATA24	SPATA24	SPATA24	Spata24	1	1	1	1
SPATA25	SPATA25	SPATA25	Spata25	1	1	1	1
SPATA2L	SPATA2L	SPATA2L	Spata2l	1	1	1	1
SPATA3	SPATA3	SPATA3	Spata3	1	1	1	1
SPATA32	SPATA32	SPATA32	Spata32	1	1	1	1
SPATA33	SPATA33	SPATA33	Spata33	1	1	1	1
SPATA4	SPATA4	SPATA4	Spata4	1	1	1	1
SPATA45	SPATA45	SPATA45	Spata45	1	1	1	1
SPATA46	SPATA46	SPATA46	Spata46	1	1	1	1
SPATA48	SPATA48	SPATA48	Spata48	1	1	1	1
SPATA5	SPATA5	SPATA5	Spata5	1	1	1	1
SPATA6L	SPATA6L	SPATA6L	4430402I18Rik	1	1	1	1
SPATA7	SPATA7	SPATA7	Spata7	1	1	1	1
SPATA9	SPATA9	SPATA9	Spata9	1	1	1	1
SPATC1	ENSMFAG00000041423	SPATC1	Spatc1	1	1	1	1
SPATC1L	SPATC1L	SPATC1L	Spatc1l	1	1	1	1
SPATS1	SPATS1	SPATS1	Spats1	1	1	1	1
SPATS2	SPATS2	SPATS2	Spats2	1	1	1	1
SPATS2L	SPATS2L	SPATS2L	Spats2l	1	1	1	1
SPC24	SPC24	SPC24	Spc24	1	1	1	1
SPC25	SPC25	SPC25	Spc25	1	1	1	1
SPCS1	SPCS1	SPCS1	Spcs1	1	1	1	1
SPCS2	SPCS2	SPCS2	Spcs2	1	1	1	1
SPDEF	SPDEF	SPDEF	Spdef	1	1	1	1
SPDL1	SPDL1	SPDL1	Spdl1	1	1	1	1
SPDYA	SPDYA	SPDYA	Spdya	1	1	1	1
SPECC1	SPECC1	SPECC1	Specc1	1	1	1	1
SPECC1L	ENSMFAG00000031971	SPECC1L	Specc1l	1	1	1	1
SPEF1	SPEF1	SPEF1	Spef1	1	1	1	1
SPEF2	SPEF2	SPEF2	Spef2	1	1	1	1
SPEG	SPEG	SPEG	Speg	1	1	1	1
SPEM1	SPEM1	SPEM1	Spem1	1	1	1	1
SPEM2	SPEM2	SPEM2	Spem2	1	1	1	1
SPEN	SPEN	SPEN	Spen	1	1	1	1
SPERT	SPERT	SPERT	Spert	1	1	1	1
SPESP1	SPESP1	SPESP1	Spesp1	1	1	1	1
SPG11	SPG11	SPG11	Spg11	1	1	1	1
SPHK2	SPHK2	SPHK2	Sphk2	1	1	1	1
SPHKAP	SPHKAP	SPHKAP	Sphkap	1	1	1	1
SPI1	SPI1	SPI1	Spi1	1	1	1	1
SPIC	ENSMFAG00000007308	SPIC	Spic	1	1	1	1
SPICE1	SPICE1	SPICE1	Spice1	1	1	1	1
SPIDR	SPIDR	SPIDR	Spidr	1	1	1	1
SPIN1	SPIN1	SPIN1	Spin1	1	1	1	1
SPIN4	SPIN4	SPIN4	Spin4	1	1	1	1
SPINK1	SPINK1	SPINK1	Spink1	1	1	1	1
SPINK14	SPINK14	SPINK14	Spink14	1	1	1	1
SPINK4	SPINK4	SPINK4	Spink4	1	1	1	1
SPINK5	SPINK5	SPINK5	Spink5	1	1	1	1
SPINK6	SPINK6	SPINK6	Spink6	1	1	1	1
SPINK7	SPINK7	SPINK7	Spink7	1	1	1	1
SPINK8	SPINK8	SPINK8	Spink8	1	1	1	1
SPINT2	SPINT2	SPINT2	Spint2	1	1	1	1
SPINT3	SPINT3	SPINT3	Spint3	1	1	1	1
SPINT4	SPINT4	SPINT4	Spint4	1	1	1	1
SPIRE1	SPIRE1	SPIRE1	Spire1	1	1	1	1
SPIRE2	SPIRE2	SPIRE2	Spire2	1	1	1	1
SPN	ENSMFAG00000042820	SPN	Spn	1	1	1	1
SPNS1	SPNS1	SPNS1	Spns1	1	1	1	1
SPNS3	SPNS3	SPNS3	Spns3	1	1	1	1
SPO11	SPO11	SPO11	Spo11	1	1	1	1
SPOCD1	SPOCD1	ENSCJAG00000006536	Spocd1	1	1	1	1
SPOCK1	SPOCK1	SPOCK1	Spock1	1	1	1	1
SPOCK2	SPOCK2	SPOCK2	Spock2	1	1	1	1
SPOCK3	SPOCK3	SPOCK3	Spock3	1	1	1	1
SPON1	SPON1	SPON1	Spon1	1	1	1	1
SPOP	SPOP	SPOP	Spop	1	1	1	1
SPOPL	SPOPL	SPOPL	Spopl	1	1	1	1
SPOUT1	SPOUT1	SPOUT1	Spout1	1	1	1	1
SPP1	SPP1	SPP1	Spp1	1	1	1	1
SPP2	SPP2	SPP2	Spp2	1	1	1	1
SPPL2A	SPPL2A	SPPL2A	Sppl2a	1	1	1	1
SPPL2B	SPPL2B	SPPL2B	Sppl2b	1	1	1	1
SPPL3	SPPL3	SPPL3	Sppl3	1	1	1	1
SPR	SPR	SPR	Spr	1	1	1	1
SPRED2	SPRED2	SPRED2	Spred2	1	1	1	1
SPRED3	SPRED3	ENSCJAG00000013614	Spred3	1	1	1	1
SPRN	SPRN	SPRN	Sprn	1	1	1	1
SPRR4	SPRR4	SPRR4	Sprr4	1	1	1	1
SPRTN	SPRTN	SPRTN	Sprtn	1	1	1	1
SPRY1	SPRY1	SPRY1	Spry1	1	1	1	1
SPRY2	SPRY2	SPRY2	Spry2	1	1	1	1
SPRY4	SPRY4	SPRY4	Spry4	1	1	1	1
SPRYD3	SPRYD3	SPRYD3	Spryd3	1	1	1	1
SPRYD4	SPRYD4	SPRYD4	Spryd4	1	1	1	1
SPRYD7	SPRYD7	ENSCJAG00000007818	Spryd7	1	1	1	1
SPSB1	SPSB1	SPSB1	Spsb1	1	1	1	1
SPSB2	SPSB2	SPSB2	Spsb2	1	1	1	1
SPSB3	SPSB3	SPSB3	Spsb3	1	1	1	1
SPSB4	SPSB4	SPSB4	Spsb4	1	1	1	1
SPTA1	SPTA1	SPTA1	Spta1	1	1	1	1
SPTAN1	SPTAN1	SPTAN1	Sptan1	1	1	1	1
SPTB	SPTB	SPTB	Sptb	1	1	1	1
SPTBN1	SPTBN1	SPTBN1	Sptbn1	1	1	1	1
SPTBN2	SPTBN2	SPTBN2	Sptbn2	1	1	1	1
SPTBN4	SPTBN4	SPTBN4	Sptbn4	1	1	1	1
SPTLC1	ENSMFAG00000029180	SPTLC1	Sptlc1	1	1	1	1
SPTLC2	SPTLC2	SPTLC2	Sptlc2	1	1	1	1
SPTLC3	ENSMFAG00000044897	SPTLC3	Sptlc3	1	1	1	1
SPTSSB	SPTSSB	SPTSSB	Sptssb	1	1	1	1
SPTY2D1	SPTY2D1	SPTY2D1	Spty2d1	1	1	1	1
SQLE	SQLE	SQLE	Sqle	1	1	1	1
SQSTM1	SQSTM1	SQSTM1	Sqstm1	1	1	1	1
SRARP	SRARP	SRARP	Srarp	1	1	1	1
SRBD1	SRBD1	SRBD1	Srbd1	1	1	1	1
SRC	SRC	SRC	Src	1	1	1	1
SRCIN1	SRCIN1	SRCIN1	Srcin1	1	1	1	1
SRD5A1	SRD5A1	SRD5A1	Srd5a1	1	1	1	1
SRD5A2	SRD5A2	SRD5A2	Srd5a2	1	1	1	1
SRD5A3	SRD5A3	SRD5A3	Srd5a3	1	1	1	1
SREBF1	SREBF1	SREBF1	Srebf1	1	1	1	1
SREK1	SREK1	SREK1	Srek1	1	1	1	1
SREK1IP1	SREK1IP1	ENSCJAG00000015668	Srek1ip1	1	1	1	1
SRF	SRF	SRF	Srf	1	1	1	1
SRGAP1	SRGAP1	SRGAP1	Srgap1	1	1	1	1
SRGAP3	SRGAP3	SRGAP3	Srgap3	1	1	1	1
SRGN	SRGN	SRGN	Srgn	1	1	1	1
SRI	SRI	SRI	Sri	1	1	1	1
SRL	SRL	ENSCJAG00000019750	Srl	1	1	1	1
SRM	SRM	SRM	Srm	1	1	1	1
SRMS	SRMS	SRMS	Srms	1	1	1	1
SRP14	SRP14	SRP14	Srp14	1	1	1	1
SRP68	SRP68	SRP68	Srp68	1	1	1	1
SRP72	SRP72	SRP72	Srp72	1	1	1	1
SRP9	SRP9	SRP9	Srp9	1	1	1	1
SRPK1	SRPK1	SRPK1	Srpk1	1	1	1	1
SRPK3	SRPK3	SRPK3	Srpk3	1	1	1	1
SRPRA	SRPRA	SRPRA	Srpr	1	1	1	1
SRPX	SRPX	SRPX	Srpx	1	1	1	1
SRPX2	SRPX2	SRPX2	Srpx2	1	1	1	1
SRR	SRR	SRR	Srr	1	1	1	1
SRRD	SRRD	SRRD	Srrd	1	1	1	1
SRRM2	ENSMFAG00000003406	SRRM2	Srrm2	1	1	1	1
SRRM4	SRRM4	SRRM4	Srrm4	1	1	1	1
SRRT	SRRT	SRRT	Srrt	1	1	1	1
SRSF12	SRSF12	SRSF12	Srsf12	1	1	1	1
SRSF2	SRSF2	SRSF2	Srsf2	1	1	1	1
SRSF5	SRSF5	SRSF5	Srsf5	1	1	1	1
SRSF6	SRSF6	SRSF6	Srsf6	1	1	1	1
SRSF7	SRSF7	SRSF7	Srsf7	1	1	1	1
SRSF9	SRSF9	SRSF9	Srsf9	1	1	1	1
SRXN1	SRXN1	SRXN1	Srxn1	1	1	1	1
SS18	SS18	SS18	Ss18	1	1	1	1
SS18L1	SS18L1	SS18L1	Ss18l1	1	1	1	1
SS18L2	SS18L2	SS18L2	Ss18l2	1	1	1	1
SSBP1	SSBP1	SSBP1	Ssbp1	1	1	1	1
SSBP2	SSBP2	SSBP2	Ssbp2	1	1	1	1
SSBP3	SSBP3	SSBP3	Ssbp3	1	1	1	1
SSBP4	SSBP4	SSBP4	Ssbp4	1	1	1	1
SSC4D	SSC4D	SSC4D	Ssc4d	1	1	1	1
SSC5D	SSC5D	SSC5D	Ssc5d	1	1	1	1
SSFA2	SSFA2	SSFA2	Ssfa2	1	1	1	1
SSH1	SSH1	SSH1	Ssh1	1	1	1	1
SSH2	SSH2	SSH2	Ssh2	1	1	1	1
SSH3	SSH3	SSH3	Ssh3	1	1	1	1
SSMEM1	SSMEM1	SSMEM1	Ssmem1	1	1	1	1
SSNA1	SSNA1	SSNA1	Ssna1	1	1	1	1
SSPO	SSPO	ENSCJAG00000034019	Sspo	1	1	1	1
SSR1	SSR1	SSR1	Ssr1	1	1	1	1
SSR2	SSR2	SSR2	Ssr2	1	1	1	1
SSR4	SSR4	SSR4	Ssr4	1	1	1	1
SSRP1	SSRP1	SSRP1	Ssrp1	1	1	1	1
SSSCA1	SSSCA1	SSSCA1	Sssca1	1	1	1	1
SST	SST	SST	Sst	1	1	1	1
SSTR2	SSTR2	SSTR2	Sstr2	1	1	1	1
SSTR3	SSTR3	SSTR3	Sstr3	1	1	1	1
SSTR4	SSTR4	SSTR4	Sstr4	1	1	1	1
SSTR5	SSTR5	SSTR5	Sstr5	1	1	1	1
SSU72	SSU72	SSU72	Ssu72	1	1	1	1
SSX2IP	SSX2IP	SSX2IP	Ssx2ip	1	1	1	1
ST14	ST14	ST14	St14	1	1	1	1
ST18	ST18	ST18	St18	1	1	1	1
ST3GAL1	ST3GAL1	ST3GAL1	St3gal1	1	1	1	1
ST3GAL2	ST3GAL2	ST3GAL2	St3gal2	1	1	1	1
ST3GAL3	ST3GAL3	ST3GAL3	St3gal3	1	1	1	1
ST3GAL4	ST3GAL4	ST3GAL4	St3gal4	1	1	1	1
ST3GAL5	ST3GAL5	ST3GAL5	St3gal5	1	1	1	1
ST3GAL6	ST3GAL6	ST3GAL6	St3gal6	1	1	1	1
ST6GAL1	ST6GAL1	ST6GAL1	St6gal1	1	1	1	1
ST6GAL2	ST6GAL2	ST6GAL2	St6gal2	1	1	1	1
ST6GALNAC1	ST6GALNAC1	ST6GALNAC1	St6galnac1	1	1	1	1
ST6GALNAC2	ST6GALNAC2	ST6GALNAC2	St6galnac2	1	1	1	1
ST6GALNAC3	ST6GALNAC3	ST6GALNAC3	St6galnac3	1	1	1	1
ST6GALNAC4	ST6GALNAC4	ST6GALNAC4	St6galnac4	1	1	1	1
ST6GALNAC5	ST6GALNAC5	ST6GALNAC5	St6galnac5	1	1	1	1
ST6GALNAC6	ST6GALNAC6	ST6GALNAC6	St6galnac6	1	1	1	1
ST7	ST7	ST7	St7	1	1	1	1
ST7L	ST7L	ST7L	St7l	1	1	1	1
ST8SIA2	ST8SIA2	ST8SIA2	St8sia2	1	1	1	1
ST8SIA3	ST8SIA3	ST8SIA3	St8sia3	1	1	1	1
ST8SIA4	ST8SIA4	ST8SIA4	St8sia4	1	1	1	1
ST8SIA5	ST8SIA5	ST8SIA5	St8sia5	1	1	1	1
ST8SIA6	ST8SIA6	ST8SIA6	St8sia6	1	1	1	1
STAB1	STAB1	STAB1	Stab1	1	1	1	1
STAB2	STAB2	STAB2	Stab2	1	1	1	1
STAC	ENSMFAG00000030097	STAC	Stac	1	1	1	1
STAC2	STAC2	STAC2	Stac2	1	1	1	1
STAC3	STAC3	STAC3	Stac3	1	1	1	1
STAG1	STAG1	STAG1	Stag1	1	1	1	1
STAG2	STAG2	STAG2	Stag2	1	1	1	1
STAG3	STAG3	STAG3	Stag3	1	1	1	1
STAM	STAM	STAM	Stam	1	1	1	1
STAM2	STAM2	STAM2	Stam2	1	1	1	1
STAMBP	STAMBP	STAMBP	Stambp	1	1	1	1
STAMBPL1	STAMBPL1	STAMBPL1	Stambpl1	1	1	1	1
STAP1	STAP1	STAP1	Stap1	1	1	1	1
STAP2	STAP2	STAP2	Stap2	1	1	1	1
STAR	STAR	STAR	Star	1	1	1	1
STARD10	STARD10	STARD10	Stard10	1	1	1	1
STARD13	STARD13	STARD13	Stard13	1	1	1	1
STARD3	STARD3	STARD3	Stard3	1	1	1	1
STARD4	STARD4	STARD4	Stard4	1	1	1	1
STARD5	STARD5	STARD5	Stard5	1	1	1	1
STARD7	STARD7	STARD7	Stard7	1	1	1	1
STARD8	STARD8	STARD8	Stard8	1	1	1	1
STAT1	STAT1	STAT1	Stat1	1	1	1	1
STAT3	STAT3	STAT3	Stat3	1	1	1	1
STAT4	STAT4	STAT4	Stat4	1	1	1	1
STAT6	STAT6	STAT6	Stat6	1	1	1	1
STAU1	STAU1	STAU1	Stau1	1	1	1	1
STC1	STC1	STC1	Stc1	1	1	1	1
STC2	STC2	STC2	Stc2	1	1	1	1
STEAP2	STEAP2	STEAP2	Steap2	1	1	1	1
STEAP3	STEAP3	STEAP3	Steap3	1	1	1	1
STEAP4	STEAP4	STEAP4	Steap4	1	1	1	1
STIL	STIL	STIL	Stil	1	1	1	1
STIM1	STIM1	STIM1	Stim1	1	1	1	1
STIM2	STIM2	STIM2	Stim2	1	1	1	1
STIP1	STIP1	STIP1	Stip1	1	1	1	1
STK10	STK10	STK10	Stk10	1	1	1	1
STK11IP	STK11IP	STK11IP	Stk11ip	1	1	1	1
STK16	STK16	STK16	Stk16	1	1	1	1
STK17B	STK17B	STK17B	Stk17b	1	1	1	1
STK19	STK19	STK19	Stk19	1	1	1	1
STK24	STK24	STK24	Stk24	1	1	1	1
STK25	STK25	STK25	Stk25	1	1	1	1
STK26	STK26	STK26	Stk26	1	1	1	1
STK3	STK3	STK3	Stk3	1	1	1	1
STK31	STK31	STK31	Stk31	1	1	1	1
STK32A	STK32A	STK32A	Stk32a	1	1	1	1
STK32B	STK32B	STK32B	Stk32b	1	1	1	1
STK32C	ENSMFAG00000004135	STK32C	Stk32c	1	1	1	1
STK33	STK33	STK33	Stk33	1	1	1	1
STK35	STK35	STK35	Stk35	1	1	1	1
STK36	STK36	STK36	Stk36	1	1	1	1
STK38	STK38	STK38	Stk38	1	1	1	1
STK39	STK39	STK39	Stk39	1	1	1	1
STK4	STK4	STK4	Stk4	1	1	1	1
STK40	STK40	STK40	Stk40	1	1	1	1
STKLD1	STKLD1	STKLD1	Stkld1	1	1	1	1
STMN1	STMN1	STMN1	Stmn1	1	1	1	1
STMN2	STMN2	STMN2	Stmn2	1	1	1	1
STMN3	STMN3	STMN3	Stmn3	1	1	1	1
STMN4	STMN4	STMN4	Stmn4	1	1	1	1
STMND1	STMND1	STMND1	Stmnd1	1	1	1	1
STN1	STN1	STN1	Stn1	1	1	1	1
STOM	STOM	STOM	Stom	1	1	1	1
STOML1	STOML1	STOML1	Stoml1	1	1	1	1
STOML2	STOML2	STOML2	Stoml2	1	1	1	1
STOML3	STOML3	STOML3	Stoml3	1	1	1	1
STON2	STON2	STON2	Ston2	1	1	1	1
STOX1	STOX1	STOX1	Stox1	1	1	1	1
STOX2	STOX2	STOX2	Stox2	1	1	1	1
STPG1	STPG1	STPG1	Stpg1	1	1	1	1
STPG2	STPG2	STPG2	Stpg2	1	1	1	1
STPG3	STPG3	STPG3	Stpg3	1	1	1	1
STPG4	ENSMFAG00000028787	ENSCJAG00000000655	Stpg4	1	1	1	1
STRA6	STRA6	STRA6	Stra6	1	1	1	1
STRA8	STRA8	STRA8	Stra8	1	1	1	1
STRADA	STRADA	STRADA	Strada	1	1	1	1
STRADB	STRADB	STRADB	Stradb	1	1	1	1
STRAP	STRAP	STRAP	Strap	1	1	1	1
STRBP	STRBP	STRBP	Strbp	1	1	1	1
STRC	STRC	STRC	Strc	1	1	1	1
STRIP1	STRIP1	STRIP1	Strip1	1	1	1	1
STRIP2	STRIP2	STRIP2	Strip2	1	1	1	1
STRN	STRN	STRN	Strn	1	1	1	1
STRN3	STRN3	STRN3	Strn3	1	1	1	1
STRN4	STRN4	STRN4	Strn4	1	1	1	1
STT3A	STT3A	STT3A	Stt3a	1	1	1	1
STT3B	STT3B	STT3B	Stt3b	1	1	1	1
STUB1	STUB1	STUB1	Stub1	1	1	1	1
STUM	STUM	STUM	Stum	1	1	1	1
STX11	STX11	STX11	Stx11	1	1	1	1
STX12	STX12	STX12	Stx12	1	1	1	1
STX16	STX16	STX16-NPEPL1	Stx16	1	1	1	1
STX17	STX17	STX17	Stx17	1	1	1	1
STX19	STX19	STX19	Stx19	1	1	1	1
STX1A	STX1A	STX1A	Stx1a	1	1	1	1
STX1B	STX1B	STX1B	Stx1b	1	1	1	1
STX2	STX2	STX2	Stx2	1	1	1	1
STX3	STX3	STX3	Stx3	1	1	1	1
STX4	STX4	STX4	Stx4a	1	1	1	1
STX5	STX5	STX5	Stx5a	1	1	1	1
STX6	STX6	STX6	Stx6	1	1	1	1
STX7	STX7	STX7	Stx7	1	1	1	1
STX8	STX8	STX8	Stx8	1	1	1	1
STXBP1	STXBP1	STXBP1	Stxbp1	1	1	1	1
STXBP3	STXBP3	STXBP3	Stxbp3	1	1	1	1
STXBP4	STXBP4	STXBP4	Stxbp4	1	1	1	1
STXBP5	STXBP5	STXBP5	Stxbp5	1	1	1	1
STXBP5L	STXBP5L	STXBP5L	Stxbp5l	1	1	1	1
STXBP6	STXBP6	STXBP6	Stxbp6	1	1	1	1
STYK1	STYK1	STYK1	Styk1	1	1	1	1
STYXL1	STYXL1	STYXL1	Styxl1	1	1	1	1
SUB1	SUB1	SUB1	Sub1	1	1	1	1
SUCLA2	ENSMFAG00000000213	SUCLA2	Sucla2	1	1	1	1
SUCLG1	SUCLG1	SUCLG1	Suclg1	1	1	1	1
SUCNR1	SUCNR1	SUCNR1	Sucnr1	1	1	1	1
SUCO	SUCO	SUCO	Suco	1	1	1	1
SUFU	SUFU	SUFU	Sufu	1	1	1	1
SUGP2	SUGP2	SUGP2	Sugp2	1	1	1	1
SULF1	SULF1	SULF1	Sulf1	1	1	1	1
SULF2	SULF2	SULF2	Sulf2	1	1	1	1
SULT1B1	SULT1B1	SULT1B1	Sult1b1	1	1	1	1
SULT1C2	SULT1C2	SULT1C2	Sult1c2	1	1	1	1
SULT1C3	SULT1C3	SULT1C3	Sult1c1	1	1	1	1
SULT2B1	SULT2B1	SULT2B1	Sult2b1	1	1	1	1
SULT4A1	SULT4A1	SULT4A1	Sult4a1	1	1	1	1
SULT6B1	SULT6B1	SULT6B1	Sult6b1	1	1	1	1
